age,gender,department,weekly_hours,sleep_hours,physical_activity,job_satisfaction,workload_score,support_from_management,years_experience,on_call_frequency,burnout_risk
0.8994213389995122,-1.2226253578005823,-0.6498089395187058,-0.7200806462006414,0.9737019026651289,0.0030390114647241757,-1.1375848401077155,0.40517630673212607,0.36373653204216383,-0.9063040452761504,0.6267465613257408,0
-0.4116884846149371,-1.2226253578005823,-0.6498089395187058,1.6909036602747205,-0.7604065615648434,-0.5034628993226568,-0.7503878216912024,1.5606220483636646,1.5270729884669951,-0.7844889854272055,1.556637601868383,1
-1.0672433964221617,0.019880087118708676,1.5356471350957759,-1.6130377967470717,1.1471127490881263,-1.0099648101100376,-1.1375848401077155,-0.36512085435556635,-0.02404228676611329,0.19003149336435418,1.556637601868383,0
0.1502157255055411,1.2623855320379997,1.5356471350957759,1.0658336548922192,-0.24017402229585127,-0.5034628993226568,-0.7503878216912024,-0.7502694348994126,0.751515350850441,-1.5153793445208752,0.3942738011900802,1
-0.03708567786795164,0.019880087118708676,-1.378294297723533,-0.6307849311459983,0.6268802098191348,-0.5034628993226568,0.4112032335583371,1.1754734678198184,-0.4118211055743904,0.4336616130622441,0.8592193214614013,0
0.33751712887903385,1.2623855320379997,-0.6498089395187058,0.619355079619004,-1.367344524045333,1.5225447438268669,1.5727942888078765,1.5606220483636646,0.751515350850441,-0.5408588657293155,0.8592193214614013,0
-0.7862912913619227,0.019880087118708676,-0.6498089395187058,-0.2736020709274262,0.45346936339613747,-1.5164667208974185,1.5727942888078765,0.02002772618827985,-1.5751575619992217,1.0427369123069687,1.0916920815970619,0
-0.7862912913619227,1.2623855320379997,0.8071617768909486,1.7801993753293635,-0.15346859908435298,1.5225447438268669,0.7984002519748502,1.5606220483636646,0.751515350850441,0.19003149336435418,-1.000562759623883,0
0.43116783056578023,0.019880087118708676,1.5356471350957759,0.9765379398375762,0.2800585169731401,0.5095409222521051,-0.7503878216912024,-1.1354180154432587,1.139294169658718,0.677291732760134,-0.3031444792169014,0
1.5549762508067368,-1.2226253578005823,-0.6498089395187058,1.2444250850015053,-1.1072282544108374,0.0030390114647241757,-0.3631908032746892,-0.7502694348994126,-0.02404228676611329,0.4336616130622441,-0.535617239352562,1
0.43116783056578023,0.019880087118708676,-1.378294297723533,0.35146793445507496,0.8002910562421323,-1.0099648101100376,0.4112032335583371,0.7903248872759723,-1.1873787431909446,-1.63719440436982,-1.4655082798952042,0
-1.5354969048558937,1.2623855320379997,-1.378294297723533,1.3337208000561482,1.3205235955111236,1.5225447438268669,0.024006215141823925,0.7903248872759723,-0.02404228676611329,-0.9063040452761504,0.3942738011900802,0
